image_name,airport_terminal,apartment_building_outdoor,arch,auditorium,conference_room,dam,football_stadium,great_pyramid,hotel_room,office,phone_booth,reception,restaurant,school_house,shower,skyscraper,supermarket,waiting_room,water_tower,windmill,barn,beach,bedroom,castle,classroom,desert,kitchen,library,mountain,river,top 1
targettest_70/airport_terminal/1010.jpg,0.000,0.012,0.001,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.006,0.000,0.000,0.001,0.002,heliport
targettest_70/airport_terminal/1091.jpg,0.006,0.002,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.017,0.000,0.000,0.000,0.000,0.002,0.013,0.000,0.000,0.004,0.000,industrial_area
targettest_70/airport_terminal/1124.jpg,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.000,0.000,0.000,recreation_room
targettest_70/airport_terminal/1129.jpg,0.004,0.001,0.018,0.001,0.001,0.000,0.001,0.000,0.000,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.002,0.000,0.003,0.000,0.000,0.000,0.001,0.003,hangar/outdoor
targettest_70/airport_terminal/1140.jpg,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,heliport
targettest_70/airport_terminal/1263.jpg,0.001,0.001,0.002,0.000,0.027,0.001,0.002,0.000,0.011,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.003,0.000,0.006,0.000,0.000,0.002,0.001,0.001,0.001,0.000,0.002,0.045,0.055,recreation_room
targettest_70/airport_terminal/129.jpg,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,heliport
targettest_70/airport_terminal/1330.jpg,0.001,0.002,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.023,0.000,0.005,0.000,0.000,0.002,0.001,0.023,0.000,0.000,0.001,0.003,0.302,windmill
targettest_70/airport_terminal/1366.jpg,0.000,0.007,0.004,0.002,0.001,0.001,0.001,0.001,0.013,0.004,0.003,0.014,0.000,0.000,0.001,0.000,0.003,0.000,0.013,0.000,0.000,0.001,0.000,0.004,0.006,0.001,0.002,0.021,0.021,staircase
targettest_70/airport_terminal/1380.jpg,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.005,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.008,0.001,0.000,0.000,0.000,0.000,0.001,0.005,0.002,0.001,0.000,0.003,0.007,recreation_room
targettest_70/airport_terminal/1388.jpg,0.000,0.008,0.001,0.000,0.000,0.001,0.023,0.000,0.001,0.001,0.000,0.001,0.007,0.002,0.000,0.000,0.003,0.000,0.001,0.001,0.000,0.000,0.014,0.062,0.000,0.001,0.006,0.016,0.006,kennel/outdoor
targettest_70/airport_terminal/1431.jpg,0.000,0.010,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.007,0.000,0.000,0.003,0.001,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,hospital_room
targettest_70/airport_terminal/1448.jpg,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,landing_deck
targettest_70/airport_terminal/1499.jpg,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.002,0.000,0.001,0.003,elevator_shaft
targettest_70/airport_terminal/1627.jpg,0.001,0.013,0.004,0.002,0.000,0.000,0.000,0.001,0.001,0.000,0.004,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.002,0.001,0.000,0.024,0.004,0.000,0.001,0.005,0.029,heliport
targettest_70/airport_terminal/1760.jpg,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,landing_deck
targettest_70/airport_terminal/1829.jpg,0.010,0.005,0.000,0.000,0.001,0.000,0.002,0.000,0.001,0.001,0.000,0.000,0.001,0.002,0.001,0.000,0.041,0.002,0.022,0.000,0.000,0.000,0.002,0.006,0.001,0.001,0.005,0.002,0.001,office_cubicles
targettest_70/airport_terminal/2023.jpg,0.000,0.001,0.001,0.000,0.007,0.004,0.042,0.000,0.004,0.003,0.001,0.037,0.047,0.001,0.000,0.000,0.026,0.002,0.014,0.000,0.000,0.002,0.000,0.008,0.000,0.000,0.005,0.006,0.002,computer_room
